UF;NACIONALIDADE;CLASSIFICACAO;QTD
MS;TAILÂNDIA;Residente;1
GO;SUÉCIA;Temporário;97
GO;TANZÂNIA;Residente;19
GO;SUDÃO;Provisório;4
GO;FINLÂNDIA;Temporário;1
GO;UGANDA;Residente;1
GO;CHIPRE;Residente;1
GO;INDONÉSIA;Temporário;2
GO;ESPANHA;Provisório;1
GO;SÍRIA;Temporário;1
GO;CANADÁ;Provisório;1
GO;REP. DOMINICANA;Temporário;2
GO;BOTSUANA;Residente;1
GO;MACEDÔNIA;Temporário;1
GO;NIGÉRIA;Provisório;1
GO;BÉLGICA;Temporário;2
GO;MAURÍCIO;Residente;1
GO;EL SALVADOR;Temporário;1
AC;VENEZUELA;Residente;366
AC;COLÔMBIA;Temporário;95
AC;PORTUGAL;Residente;25
AC;COLÔMBIA;Provisório;31
AC;VENEZUELA;Temporário;344
AC;BOLÍVIA;Temporário;956
AC;CANADÁ;Residente;5
AC;HAITI;Residente;19
AC;ITÁLIA;Residente;36
AC;EQUADOR;Provisório;6
AC;CHILE;Residente;24
AC;FRANÇA;Residente;16
AC;JAPÃO;Residente;15
AC;VENEZUELA;Provisório;65
AC;LÍBANO;Residente;10
AC;PARAGUAI;Residente;11
AC;CUBA;Provisório;31
AC;CUBA;Temporário;9
AC;URUGUAI;Residente;14
AC;ARGENTINA;Residente;56
AC;REINO UNIDO;Residente;4
AC;MOÇAMBIQUE;Temporário;1
AC;CABO VERDE;Residente;1
AC;CHILE;Temporário;6
AC;SENEGAL;Residente;10
AC;PALESTINA;Residente;3
AC;BOLÍVIA;Provisório;4
AC;EGITO;Temporário;1
AC;CHINA;Residente;11
AC;ESTADOS UNIDOS;Temporário;6
AC;SUÍCA;Residente;3
AC;RÚSSIA;Residente;3
AC;MARROCOS;Residente;3
AC;HAITI;Temporário;2
AC;PERU;Provisório;7
AC;AUSTRIA;Residente;4
AC;IRLANDA;Temporário;1
AC;SOMÁLIA;Residente;1
AC;ISRAEL;Residente;1
AC;INDONÉSIA;Residente;2
AC;JORDÂNIA;Residente;1
AC;ESPANHA;Provisório;2
AC;REPÚBLICA TCHECA;Residente;1
AC;HAITI;Provisório;1
AC;BANGLADESH;Residente;9
AC;MÉXICO;Temporário;3
AC;NIGÉRIA;Residente;2
AC;PAÍSES BAIXOS;Residente;4
AC;CHINA;Temporário;5
AC;ANGOLA;Temporário;3
AC;ESPANHA;Temporário;3
AC;EQUADOR;Temporário;3
AC;TRINIDAD E TOBAGO;Residente;1
AC;CHILE;Provisório;1
AC;INDIA;Provisório;1
AC;GUINÉ BISSAU;Temporário;1
AC;MOÇAMBIQUE;Residente;1
AC;SUÉCIA;Temporário;1
AC;QUÊNIA;Temporário;1
AC;INDONÉSIA;Temporário;2
AC;BÉLGICA;Residente;1
AC;SUÉCIA;Residente;1
AC;PAQUISTÃO;Residente;1
AC;COSTA RICA;Residente;1
AC;FINLÂNDIA;Residente;1
AC;GUINÉ BISSAU;Residente;1
AC;TOGO;Residente;1
AC;EQUADOR;Residente;3
PB;HAITI;Temporário;8
PB;AFEGANISTÃO;Temporário;2
PB;MARROCOS;Temporário;1
PB;JAMAICA;Temporário;5
PB;SÍRIA;Temporário;2
PB;LITUÂNIA;Residente;1
PB;SAO TOMÉ E PRÍNCIPE;Temporário;4
PB;GEÓRGIA;Residente;1
PB;GABÃO;Temporário;7
PB;GUIANA;Temporário;1
PB;BANGLADESH;Temporário;1
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;1
PB;KUAITE;Temporário;1
PB;SENEGAL;Temporário;2
PB;GANA;Temporário;4
PB;ARÁBIA SAUDITA;Residente;1
PB;PALESTINA;Residente;1
PB;SUÍCA;Temporário;1
PB;ISRAEL;Temporário;1
PB;TANZÂNIA;Temporário;1
PB;INDIA;Temporário;1
PB;BOTSUANA;Temporário;1
RN;CHINA;Residente;161
RN;COLÔMBIA;Residente;597
RN;ARGENTINA;Temporário;240
RN;ESPANHA;Residente;635
RN;ITÁLIA;Residente;1159
RN;CORÉIA DO SUL;Residente;19
RN;VENEZUELA;Residente;467
RN;ESTADOS UNIDOS;Residente;325
RN;ARGÉLIA;Residente;2
RN;URUGUAI;Residente;351
RN;PORTUGAL;Residente;1026
RN;SENEGAL;Residente;15
RN;ARGENTINA;Residente;1985
RN;COLÔMBIA;Temporário;487
RN;VENEZUELA;Temporário;192
RN;PAÍSES BAIXOS;Residente;151
RN;NORUEGA;Residente;209
RN;BENIN;Temporário;5
RN;REINO UNIDO;Residente;151
RN;HAITI;Residente;8
RN;FRANÇA;Residente;375
RN;CHILE;Temporário;115
RN;CABO VERDE;Temporário;14
RN;CHILE;Residente;207
RN;COSTA RICA;Residente;17
RN;PERU;Residente;124
RN;BOLÍVIA;Residente;132
RN;LÍBANO;Residente;12
RN;BÉLGICA;Residente;84
RN;NIGÉRIA;Residente;17
RN;ALEMANHA;Residente;283
RN;CUBA;Residente;160
RN;INDIA;Temporário;21
RN;PARAGUAI;Temporário;4
RN;SUÍCA;Residente;150
RN;SÍRIA;Temporário;3
RN;MOÇAMBIQUE;Residente;2
RN;PORTUGAL;Temporário;100
RN;MAURITÂNIA;Residente;2
RN;ITÁLIA;Temporário;19
RN;BOLÍVIA;Temporário;18
RN;FINLÂNDIA;Residente;8
RN;CANADÁ;Residente;52
RN;TURQUIA;Residente;10
RN;ISRAEL;Residente;10
RN;ESTADOS UNIDOS;Temporário;55
RN;TRINIDAD E TOBAGO;Residente;1
RN;TAILÂNDIA;Residente;3
RN;PAQUISTÃO;Residente;4
RN;SUÉCIA;Residente;91
RN;CONGO;Temporário;16
RN;ESPANHA;Temporário;30
RN;PARAGUAI;Residente;35
RN;RÚSSIA;Residente;19
RN;CUBA;Provisório;52
RN;EQUADOR;Residente;74
RN;ALEMANHA;Temporário;17
RN;ETIÓPIA;Temporário;4
RN;ROMÊNIA;Residente;8
RN;REP. DOMINICANA;Residente;2
RN;MONGÓLIA;Residente;2
RN;JAPÃO;Residente;34
RN;BÉLGICA;Temporário;8
RN;CHINA;Temporário;19
RN;GUINÉ BISSAU;Temporário;13
RN;ANGOLA;Residente;17
RN;NICARÁGUA;Residente;11
RN;NEPAL;Residente;1
RN;CABO VERDE;Residente;20
RN;SUÍCA;Temporário;6
RN;SUÉCIA;Temporário;4
RN;MOÇAMBIQUE;Temporário;10
RN;FRANÇA;Provisório;2
RN;MÉXICO;Residente;31
RN;GANA;Residente;3
RN;HUNGRIA;Residente;14
RN;PANAMÁ;Residente;6
RN;FRANÇA;Temporário;28
RN;AFRICA DO SUL;Temporário;2
RN;AFRICA DO SUL;Residente;7
RN;IRLANDA;Residente;13
RN;FILIPINAS;Residente;4
RN;ESTÔNIA;Residente;2
RN;GUIANA;Residente;1
RN;TUNÍSIA;Residente;1
RN;ANDORRA;Residente;1
RN;PERU;Temporário;21
RN;HONDURAS;Residente;7
RN;DINAMARCA;Residente;14
RN;PAÍSES BAIXOS;Provisório;1
RN;HAITI;Temporário;6
RN;EQUADOR;Temporário;7
RN;GABÃO;Temporário;2
RN;CAMARÕES;Temporário;3
RN;AUSTRÁLIA;Residente;8
RN;NORUEGA;Temporário;7
RN;INDIA;Residente;15
RN;JORDÂNIA;Residente;2
RN;IRAQUE;Residente;2
RN;ANGOLA;Temporário;15
RN;POLÔNIA;Residente;18
RN;FILIPINAS;Provisório;2
RN;CUBA;Temporário;6
RN;GUINÉ BISSAU;Residente;12
RN;MÉXICO;Temporário;11
RN;PANAMÁ;Temporário;2
RN;PAÍSES BAIXOS;Temporário;6
RN;GRÉCIA;Residente;10
RN;CAMARÕES;Residente;1
RN;AUSTRIA;Residente;27
RN;REPÚBLICA TCHECA;Residente;1
RN;SÉRVIA;Residente;3
RN;NOVA ZELÂNDIA;Temporário;2
RN;REINO UNIDO;Temporário;1
RN;GUINÉ EQUATORIAL;Temporário;5
RN;SÍRIA;Residente;7
RN;POLÔNIA;Temporário;3
RN;CABO VERDE;Provisório;2
RN;VENEZUELA;Provisório;10
RN;BULGÁRIA;Temporário;1
RN;NIGÉRIA;Provisório;4
RN;LETÔNIA;Temporário;1
RN;ARÁBIA SAUDITA;Residente;1
RN;EGITO;Residente;7
RN;UCRÂNIA;Temporário;3
RN;GUINÉ;Residente;3
RN;UCRÂNIA;Residente;5
RN;NOVA ZELÂNDIA;Residente;4
RN;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
RN;MARROCOS;Residente;10
RN;PERU;Provisório;1
RN;MACEDÔNIA;Temporário;1
RN;EL SALVADOR;Residente;4
RN;DINAMARCA;Temporário;5
RN;COSTA DO MARFIM;Residente;1
RN;SURINAME;Residente;3
RN;SÉRVIA;Temporário;1
RN;UGANDA;Temporário;1
RN;IRLANDA;Temporário;1
RN;LUXEMBURGO;Residente;3
RN;REP. DOMINICANA;Temporário;2
RN;SENEGAL;Temporário;1
RN;TAILÂNDIA;Temporário;1
RN;IRÃ;Residente;4
RN;PAQUISTÃO;Temporário;2
RN;VIETINA;Residente;1
RN;BOLÍVIA;Provisório;2
RN;MALI;Residente;1
RN;RÚSSIA;Temporário;7
RN;ISLÂNDIA;Residente;1
RN;NEPAL;Temporário;1
RN;CROÁCIA;Residente;1
RN;CANADÁ;Temporário;1
RN;TURCOMENISTÃO;Residente;1
RN;COLÔMBIA;Provisório;1
RN;MALTA;Residente;1
RN;SAO TOMÉ E PRÍNCIPE;Residente;1
RN;NACIONALIDADE INDEFINIDA;Residente;1
RN;BÓSNIA-HERZEGOVINA;Residente;1
RN;TCHECOSLOVAQUIA;Residente;1
RN;APÁTRIDA;Residente;3
RN;CONGO;Residente;1
RN;ESPANHA;Provisório;1
RN;ZÂMBIA;Residente;4
RN;GUIANA FRANCESA;Temporário;2
RN;ARMÊNIA;Residente;1
RN;BULGÁRIA;Residente;2
RN;AFEGANISTÃO;Residente;2
RN;GANA;Provisório;1
RN;GABÃO;Residente;2
RN;ITÁLIA;Provisório;1
RN;GEÓRGIA;Residente;1
RN;TANZÂNIA;Residente;1
RN;URUGUAI;Provisório;1
RN;BÉLGICA;Provisório;1
RN;LIBÉRIA;Residente;1
RN;TURQUIA;Temporário;1
RN;COSTA RICA;Temporário;1
RN;TUNÍSIA;Provisório;1
RN;AUSTRÁLIA;Temporário;2
PR;GÂMBIA;Provisório;4
PR;ROMÊNIA;Temporário;1
PR;BELIZE;Residente;1
BA;MÉXICO;Provisório;1
BA;SÍRIA;Provisório;1
BA;AFEGANISTÃO;Residente;14
BA;POLÔNIA;Provisório;1
BA;PARAGUAI;Provisório;1
BA;ESLOVÊNIA;Provisório;1
BA;REINO UNIDO;Provisório;2
BA;SEYCHELLES;Residente;1
BA;ISRAEL;Provisório;1
BA;ESLOVÁQUIA;Provisório;1
BA;BÉLGICA;Provisório;1
BA;NEPAL;Temporário;1
RS;NOVA ZELÂNDIA;Temporário;1
RS;AUSTRÁLIA;Temporário;1
RS;TOGO;Temporário;3
RS;BURUNDI;Temporário;1
RS;BURKINA FASO;Temporário;1
RS;MOLDOVA;Residente;1
RS;ARGÉLIA;Temporário;1
RS;GUIANA;Residente;2
PI;CHINA;Residente;119
PI;COLÔMBIA;Temporário;307
PI;ESTADOS UNIDOS;Temporário;54
PI;RÚSSIA;Residente;1
PI;VENEZUELA;Temporário;113
PI;SUÉCIA;Residente;10
PI;VENEZUELA;Residente;284
PI;ESPANHA;Residente;71
PI;CHILE;Temporário;8
PI;COLÔMBIA;Residente;501
PI;ITÁLIA;Residente;131
PI;PORTUGAL;Residente;171
PI;SUÍCA;Residente;48
PI;REINO UNIDO;Residente;20
PI;PERU;Temporário;4
PI;EQUADOR;Residente;9
PI;ALEMANHA;Residente;74
PI;VENEZUELA;Provisório;34
PI;ANGOLA;Temporário;24
PI;GUIANA;Residente;1
PI;ESTADOS UNIDOS;Residente;90
PI;PAÍSES BAIXOS;Residente;20
PI;CUBA;Residente;108
PI;NORUEGA;Residente;4
PI;CABO VERDE;Residente;10
PI;BOLÍVIA;Temporário;12
PI;CABO VERDE;Temporário;16
PI;ARGENTINA;Residente;70
PI;AUSTRÁLIA;Residente;6
PI;URUGUAI;Temporário;3
PI;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
PI;HONDURAS;Residente;1
PI;INDIA;Residente;9
PI;CUBA;Temporário;8
PI;IRLANDA;Residente;8
PI;MOÇAMBIQUE;Residente;3
PI;CHILE;Residente;18
PI;URUGUAI;Residente;22
PI;JAPÃO;Residente;13
PI;ISRAEL;Residente;3
PI;POLÔNIA;Residente;11
PI;MÉXICO;Residente;11
PI;CANADÁ;Residente;7
PI;REP. DOMINICANA;Temporário;2
PI;REPÚBLICA TCHECA;Residente;1
PI;EQUADOR;Temporário;3
PI;ITÁLIA;Temporário;8
PI;GRÉCIA;Residente;4
PI;PERU;Residente;23
PI;BOLÍVIA;Residente;21
PI;DINAMARCA;Temporário;1
PI;PARAGUAI;Residente;7
PI;EL SALVADOR;Residente;3
PI;UCRÂNIA;Residente;2
PI;GUINÉ BISSAU;Residente;5
PI;MÉXICO;Temporário;2
PI;ETIÓPIA;Temporário;1
PI;COLÔMBIA;Provisório;2
PI;CAMARÕES;Residente;1
PI;AUSTRIA;Residente;11
PI;HONDURAS;Temporário;2
PI;FRANÇA;Residente;31
PI;GUINÉ EQUATORIAL;Temporário;1
PI;GUINÉ BISSAU;Temporário;6
PI;MARROCOS;Residente;2
PI;CUBA;Provisório;17
PI;PORTUGAL;Temporário;9
PI;TAILÂNDIA;Residente;1
PI;SENEGAL;Residente;10
PI;NOVA ZELÂNDIA;Residente;2
PI;MOÇAMBIQUE;Temporário;8
PI;INDONÉSIA;Residente;2
PI;CORÉIA DO SUL;Residente;4
PI;HAITI;Residente;8
PI;COSTA RICA;Residente;3
PI;AFRICA DO SUL;Residente;1
PI;CONGO;Residente;1
PI;BÉLGICA;Residente;16
PI;CHINA;Temporário;8
PI;SAO TOMÉ E PRÍNCIPE;Residente;6
PI;EGITO;Residente;1
PI;DINAMARCA;Residente;5
PI;ANGOLA;Residente;7
PI;TAIWAN, PROVINCIA DA CHINA;Temporário;1
PI;CANADÁ;Temporário;1
PI;GUIANA FRANCESA;Residente;1
PI;FRANÇA;Temporário;9
PI;PAQUISTÃO;Residente;1
PI;TURQUIA;Residente;2
PI;LÍBANO;Residente;3
PI;LIECHTENSTEIN;Residente;1
PI;SAO TOMÉ E PRÍNCIPE;Temporário;2
PI;INDIA;Temporário;1
PI;HAITI;Temporário;1
PI;PARAGUAI;Temporário;7
PI;ARGÉLIA;Residente;2
PI;COSTA RICA;Temporário;1
PI;ROMÊNIA;Residente;1
PI;FILIPINAS;Residente;2
PI;IRÃ;Provisório;1
PI;TUNÍSIA;Provisório;1
PI;ARGENTINA;Temporário;4
PI;CHINA;Provisório;1
PI;ESLOVÁQUIA;Residente;1
PI;MARTINICA;Residente;1
PI;FINLÂNDIA;Residente;1
PI;CONGO;Temporário;1
PI;CAMARÕES;Temporário;1
PI;CROÁCIA;Residente;2
PI;PANAMÁ;Temporário;1
PI;SÍRIA;Residente;2
PI;ESPANHA;Temporário;1
PI;TUNÍSIA;Residente;1
PA;PAPUA, NOVA GUINÉ;Residente;1
PA;MADAGASCAR;Residente;1
PA;GRÉCIA;Temporário;1
PA;NACIONALIDADE INDEFINIDA;Provisório;1
PA;APÁTRIDA;Residente;1
PA;TOGO;Temporário;1
PA;SURINAME;Provisório;1
PA;GUATEMALA;Provisório;1
PA;GUIANA FRANCESA;Provisório;1
TO;CABO VERDE;Residente;6
TO;SUÉCIA;Residente;2
TO;RÚSSIA;Residente;2
TO;MADAGASCAR;Residente;1
TO;EQUADOR;Residente;4
TO;URUGUAI;Residente;9
TO;FILIPINAS;Residente;3
TO;GUINÉ BISSAU;Residente;5
TO;CONGO;Residente;3
TO;GUIANA FRANCESA;Residente;1
TO;CANADÁ;Residente;2
TO;PORTO RICO;Residente;1
TO;COSTA RICA;Residente;1
TO;HUNGRIA;Residente;1
TO;NICARÁGUA;Residente;2
TO;HONDURAS;Residente;2
TO;DINAMARCA;Residente;2
TO;INDIA;Residente;1
TO;GUINÉ;Residente;1
TO;JORDÂNIA;Residente;1
TO;MALTA;Residente;1
RJ;COMORES;Residente;2
RO;BOLÍVIA;Fronteiriço;161
RO;SÍRIA;Residente;2
RO;RÚSSIA;Temporário;1
--;PERU;Residente;9
--;PORTUGAL;Residente;22
--;ANGOLA;Residente;2
--;JAPÃO;Residente;26
--;GRÉCIA;Residente;1
--;PALESTINA;Residente;2
--;BOLÍVIA;Residente;6
--;PARAGUAI;Residente;2
--;ESTADOS UNIDOS;Residente;11
--;FRANÇA;Residente;4
--;PAÍSES BAIXOS;Residente;7
--;ARGENTINA;Residente;9
--;COLÔMBIA;Residente;11
--;URUGUAI;Residente;6
--;ESPANHA;Residente;6
--;CHILE;Residente;5
--;FILIPINAS;Residente;4
--;REINO UNIDO;Residente;3
--;INDIA;Residente;2
--;SUDÃO;Residente;1
--;CHINA;Residente;3
--;ROMÊNIA;Residente;1
--;ITÁLIA;Residente;5
--;ALEMANHA;Residente;2
--;EL SALVADOR;Residente;1
--;SURINAME;Residente;1
--;SÍRIA;Residente;1
--;ESLOVÊNIA;Residente;1
--;AUSTRIA;Residente;1
--;MÉXICO;Residente;2
--;CANADÁ;Residente;1
--;SUÉCIA;Residente;2
--;EQUADOR;Residente;2
--;BÉLGICA;Residente;1
--;MALÁSIA;Residente;1
--;SUÍCA;Residente;1
MG;BARBADOS;Residente;1
MA;GUAM;Residente;1
MT;NOVA ZELÂNDIA;Residente;3
MT;MALÁSIA;Residente;3
MT;NICARÁGUA;Residente;1
MT;BELARUS;Residente;1
SC;MALI;Residente;19
PR;SRI LANKA;Residente;1
PR;SOMÁLIA;Residente;2
RO;JORDÂNIA;Residente;10
RO;PALESTINA;Provisório;3
RO;UCRÂNIA;Residente;2
RO;PALESTINA;Residente;9
RO;EGITO;Provisório;1
RO;GUINÉ;Residente;3
RO;TURQUIA;Provisório;1
RO;SERVIA E MONTENEGRO;Residente;1
RO;INDONÉSIA;Residente;2
RO;PARAGUAI;Temporário;7
RO;IRÃ;Residente;2
RO;SUDÃO;Residente;2
RO;SAO TOMÉ E PRÍNCIPE;Residente;2
RO;ARGÉLIA;Residente;1
RO;AFRICA DO SUL;Residente;1
MA;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
MA;BURUNDI;Residente;7
MA;TANZÂNIA;Residente;1
MA;REP. CENTRO AFRICANA;Residente;1
MA;TAIWAN, PROVINCIA DA CHINA;Residente;1
MA;ESLOVÁQUIA;Residente;1
MA;EGITO;Provisório;1
BA;ARÁBIA SAUDITA;Residente;1
MS;SRI LANKA;Residente;1
MS;FRANÇA;Temporário;1
MS;LÍBIA;Residente;1
MS;LÍBANO;Temporário;1
RS;ESLOVÊNIA;Residente;1
CE;NAMÍBIA;Residente;1
MG;MADAGASCAR;Residente;2
BA;LESOTO;Temporário;4
RO;LUXEMBURGO;Residente;1
RO;GUINÉ BISSAU;Residente;1
RO;CAZAQUISTÃO;Residente;1
PA;SÍRIA;Temporário;1
PA;ETIÓPIA;Residente;1
PA;PALESTINA;Residente;1
PA;VANUATU;Residente;1
PA;ISRAEL;Temporário;2
PA;MALÁSIA;Temporário;1
PA;SUDÃO;Residente;2
PA;GANA;Residente;1
AC;BOLÍVIA;Fronteiriço;61
AC;FRANÇA;Fronteiriço;1
AC;GUIANA;Temporário;1
AC;GUATEMALA;Temporário;1
AC;REP. DOMINICANA;Provisório;1
AC;PERU;Fronteiriço;2
AC;CHILE;Fronteiriço;1
AC;ARGENTINA;Temporário;1
MT;TAILÂNDIA;Residente;1
PF;IRAQUE;Residente;1
GO;SOMÁLIA;Residente;1
GO;VIETINA;Residente;1
AP;FRANÇA;Fronteiriço;103
AP;ARGÉLIA;Residente;1
AP;EQUADOR;Temporário;1
AP;GUIANA FRANCESA;Fronteiriço;1
AP;SÍRIA;Provisório;1
AP;REP. DOMINICANA;Provisório;1
AP;PORTUGAL;Temporário;1
AP;AFEGANISTÃO;Temporário;1
SC;BURKINA FASO;Residente;9
MT;BANGLADESH;Provisório;1
MT;EGITO;Provisório;1
MT;TUNÍSIA;Temporário;1
MT;GÂMBIA;Residente;1
MT;BULGÁRIA;Residente;1
MT;TIMOR LESTE;Residente;1
AM;COLÔMBIA;Fronteiriço;1
AM;PAÍSES BAIXOS;Provisório;1
AM;EQUADOR;Provisório;1
AM;GUATEMALA;Temporário;1
AM;JAMAICA;Residente;1
--;RÚSSIA;Residente;1
PI;GANA;Residente;1
PA;NEPAL;Residente;1
PR;COSTA DO MARFIM;Provisório;1
PR;REPÚBLICA TCHECA;Temporário;2
PR;MOLDOVA;Provisório;1
PR;FIJI, ILHAS;Temporário;1
PR;COMORES;Residente;2
PR;NACIONALIDADE INDEFINIDA;Residente;1
PR;MONGÓLIA;Temporário;4
PR;MOÇAMBIQUE;Provisório;1
PR;BAHAMA,IS;Temporário;1
PR;NAMÍBIA;Provisório;1
PR;AUSTRÁLIA;Temporário;1
PR;MALI;Temporário;1
PR;MALAVI;Residente;1
PR;GUINÉ EQUATORIAL;Provisório;1
PR;INDIA;Provisório;1
SC;SERRA LEOA;Temporário;1
SC;CORÉIA DO SUL;Provisório;1
SC;SERRA LEOA;Provisório;4
SC;GÂMBIA;Temporário;1
SC;LIECHTENSTEIN;Residente;1
SC;MAURITÂNIA;Provisório;1
SC;BANGLADESH;Provisório;1
SC;PAQUISTÃO;Temporário;2
SC;MALI;Temporário;1
SC;TRINIDAD E TOBAGO;Temporário;1
SC;DOMINICA;Temporário;1
SC;CAMARÕES;Provisório;1
SC;GUINÉ;Provisório;3
SC;UGANDA;Temporário;1
MG;LETÔNIA;Temporário;2
MG;BOTSUANA;Temporário;1
BA;UZBEQUISTÃO;Residente;2
BA;CORÉIA DO SUL;Provisório;1
BA;TUNÍSIA;Temporário;1
RS;TURQUIA;Provisório;7
RS;GEÓRGIA;Residente;1
RS;DOMINICA;Provisório;3
RS;TAIWAN, PROVINCIA DA CHINA;Temporário;1
RS;TURQUIA;Temporário;2
RS;NIGÉRIA;Provisório;1
RS;FRANÇA;Provisório;1
RS;HUNGRIA;Temporário;2
RS;BANGLADESH;Provisório;2
RR;URUGUAI;Provisório;1
RR;DINAMARCA;Residente;1
RR;REP. DOMINICANA;Temporário;1
RR;IRÃ;Provisório;1
RR;HONDURAS;Provisório;2
RR;VANUATU;Residente;1
MG;ESLOVÁQUIA;Temporário;1
SC;INDONÉSIA;Temporário;1
SC;MOLDOVA;Provisório;1
SC;CROÁCIA;Temporário;2
SC;BELARUS;Provisório;3
SC;VANUATU;Residente;2
SC;BAHAMA,IS;Residente;1
SC;GUATEMALA;Temporário;1
SC;SÃO VICENTE E GRANADINAS;Provisório;1
SC;NOVA ZELÂNDIA;Temporário;2
SC;SURINAME;Residente;1
SC;EL SALVADOR;Temporário;1
SC;CANADÁ;Provisório;1
SC;GÂMBIA;Provisório;1
MT;EL SALVADOR;Provisório;1
MT;SUDÃO;Provisório;1
MT;CONGO;Temporário;4
MT;GABÃO;Temporário;1
MT;FINLÂNDIA;Temporário;3
MT;BURUNDI;Temporário;3
MT;BOTSUANA;Residente;1
MT;AFRICA DO SUL;Provisório;1
MT;TRINIDAD E TOBAGO;Temporário;1
MT;JORDÂNIA;Provisório;2
RJ;INDONÉSIA;Provisório;1
SP;PORTO RICO;Temporário;2
SP;REP. MONTENEGRO;Residente;2
SP;HONDURAS;Provisório;2
RJ;ZÂMBIA;Provisório;1
RJ;NEPAL;Residente;1
RS;SUDÃO;Provisório;1
RS;AFRICA DO SUL;Provisório;2
RS;ZÂMBIA;Residente;1
RS;BÉLGICA;Provisório;1
RS;GÂMBIA;Temporário;1
RS;TAILÂNDIA;Provisório;1
CE;ESTÔNIA;Residente;1
BA;BELARUS;Temporário;1
BA;GUINÉ EQUATORIAL;Residente;1
BA;SRI LANKA;Residente;1
BA;MARROCOS;Temporário;1
PR;NAMÍBIA;Residente;1
MT;NOVA ZELÂNDIA;Temporário;1
MT;NAMÍBIA;Residente;1
MT;CAMARÕES;Provisório;1
MT;DINAMARCA;Temporário;2
MT;REPÚBLICA TCHECA;Temporário;1
MT;MALI;Residente;1
MT;POLÔNIA;Temporário;1
MT;TAILÂNDIA;Temporário;1
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;1
BA;EL SALVADOR;Temporário;2
BA;INDIA;Provisório;1
BA;MACEDÔNIA;Residente;1
BA;GUINÉ;Temporário;1
BA;TAILÂNDIA;Residente;2
BA;CHIPRE;Temporário;1
BA;ZÂMBIA;Provisório;2
BA;ESLOVÁQUIA;Temporário;1
BA;SOMÁLIA;Provisório;1
BA;TAIWAN, PROVINCIA DA CHINA;Temporário;1
MG;GÂMBIA;Provisório;5
MG;FILIPINAS;Provisório;4
MG;CHILE;Provisório;1
MG;MALI;Residente;1
MG;TURQUIA;Provisório;3
MG;PALESTINA;Provisório;1
MG;IÊMEN;Provisório;1
MG;GUINÉ EQUATORIAL;Residente;1
MG;AFEGANISTÃO;Provisório;3
MG;CAMBOJA;Residente;1
MG;ANGOLA;Provisório;2
MG;SÍRIA;Provisório;1
RO;LÍBIA;Provisório;1
RO;BENIN;Residente;1
RO;BANGLADESH;Residente;1
RO;PANAMÁ;Temporário;1
RO;ITÁLIA;Temporário;1
RO;ARGENTINA;Provisório;1
PR;GUIANA FRANCESA;Provisório;1
PR;DINAMARCA;Temporário;3
PR;AUSTRIA;Temporário;1
PR;UZBEQUISTÃO;Residente;1
PR;TANZÂNIA;Temporário;1
SC;ISLÂNDIA;Residente;1
SC;JORDÂNIA;Temporário;1
SC;UCRÂNIA;Provisório;2
SC;DOMINICA;Residente;1
ES;SÍRIA;Temporário;1
GO;BANGLADESH;Temporário;8
GO;PAQUISTÃO;Provisório;1
GO;SERRA LEOA;Provisório;1
GO;ARGENTINA;Provisório;1
GO;EGITO;Provisório;2
GO;MADAGASCAR;Temporário;1
GO;HAITI;Provisório;1
GO;GANA;Provisório;1
GO;BURUNDI;Temporário;1
GO;GABÃO;Temporário;1
GO;BURKINA FASO;Residente;1
ES;MACEDÔNIA;Residente;1
RS;BAHAMA,IS;Temporário;1
RS;NACIONALIDADE INDEFINIDA;Provisório;1
MA;CAMARÕES;Temporário;10
MA;SURINAME;Temporário;1
SP;FIJI, ILHAS;Residente;1
SP;GRÉCIA;Provisório;1
SP;BÓSNIA-HERZEGOVINA;Temporário;1
SP;BÉLGICA;Provisório;1
RS;CAMARÕES;Temporário;1
RS;NICARÁGUA;Temporário;1
TO;SUÍCA;Temporário;2
TO;BULGÁRIA;Residente;1
TO;FRANÇA;Temporário;1
TO;PAQUISTÃO;Residente;4
TO;GRANADA;Temporário;1
TO;COLÔMBIA;Provisório;1
TO;PERU;Temporário;5
TO;GUINÉ BISSAU;Temporário;4
TO;BENIN;Residente;2
TO;EQUADOR;Temporário;3
TO;EL SALVADOR;Residente;1
TO;MARROCOS;Provisório;1
TO;ARGENTINA;Temporário;3
TO;ITÁLIA;Temporário;11
TO;INDONÉSIA;Residente;1
TO;CONGO;Temporário;6
TO;PANAMÁ;Temporário;1
TO;MOÇAMBIQUE;Temporário;3
TO;GUIANA;Residente;2
TO;ESPANHA;Temporário;4
TO;NAMÍBIA;Residente;1
TO;MÉXICO;Temporário;1
TO;CORÉIA DO SUL;Residente;2
TO;BENIN;Temporário;4
TO;ROMÊNIA;Residente;1
TO;CHILE;Temporário;2
TO;NIGÉRIA;Temporário;1
TO;MOÇAMBIQUE;Residente;1
TO;ANGOLA;Provisório;1
TO;SÍRIA;Temporário;1
TO;INDIA;Temporário;1
TO;ISLÂNDIA;Residente;1
TO;GANA;Temporário;1
TO;JAMAICA;Temporário;1
